x,y
illogical laughable,1
,1
,1
,1
stupid bad,0
awful,1
ripped,1
renting bad bad cheap rubber awful awful bad,0
watson,0
bad,0
stupid boring renting,0
bad,0
,0
budget waste dung plain awful waste sucked,0
victoria bad bad victoria,1
bad bad filler holes,1
,1
waste waste horrible,0
jonathan unfunny,0
,1
boring,1
,1
ripoff bin rubber excuse bad worse,0
,0
vibrant eat eat bad unfunny,0
,0
christie philip powell,1
,1
,1
unfunny sht lansbury fake contribution,0
joss ackland,1
hale watson,1
junk bad,1
youthful captures,0
,1
,1
,1
bad unfunny,0
,0
,1
ably,0
stupid sucked bother stupid horrible horrible,0
stewart stewart stewart stupid,1
bad,0
philip albert finney finney,1
pg13 pg13,1
,1
,0
loyalty,1
bad philip,1
bad rubbish waste,0
,1
budget budget bad,0
filler gaping holes horrible,0
crap corn,0
,1
turbulent,1
,1
bad pioneer,1
,1
,1
,1
,1
excuse lame awful bad bad boring bad garbage,0
bad stupid cgi,0
,0
cheesy crap,1
,1
,1
bad victoria cheap,1
gonna bad pathetic,0
,1
crap,0
,1
friendship mutual jonathan captures,1
,1
,1
,0
awful,1
pathetic,0
mutual,1
,1
kidding bad stupid,1
atrocious bad bad,0
waste,0
,1
budget bad cheap,0
budget,0
,1
unfunny garbage wasting,0
,1
,0
understated,1
,1
cringing horrible,0
cheesy waste bad cheesy zombies,1
ronald,1
,1
,1
,1
stupid awful pointless unfunny laughable stupid awful worse horrible 90 mins,0
,0
obrien,1
,1
waste,0
,1
,0
awful,0
bad,1
90,0
junk eat dumb,0
,0
bad horrible,0
,0
bad,1
,1
bad,0
bad bad lame worse bad,1
powell powell powell powell powell gifted,1
waste,0
,0
,0
worse,0
,0
bad bad,0
worse,1
stupid,1
,1
captures,1
bin,1
olivia vibrant,1
cheap,0
bad,1
,1
bad awful bad margaret,0
,1
stewart victoria,1
cgi,0
bad waste bad bad awful waste,0
bad,1
lame suck gonna,0
boring boring,0
ripped,0
,1
,1
waste suck,0
waste,0
albert finney,0
,1
,1
bother,1
90 poop stupid 90 poorly costs,0
jonathan,1
,1
cringing laughable bother,0
poorly,0
wasting unwatchable,0
,0
sucks stupid,0
,1
,1
,1
,0
dumb waste awful,0
boring worse,0
,1
joss ackland cheap fake,1
,1
,1
waste,0
,1
awful,1
laura,1
cgi,0
,0
,1
junk junk cheesy,1
ruth bad bad,0
,0
gonna stupid horrible,0
horrible waste horrible horrible horrible,0
barbara stanwyck,0
pointless boring bad,0
,1
awful bad,0
,1
blandings myrna loy,1
bad,0
,1
bloom christie meaningless waste,1
cheesy bad,1
,0
,1
bad budget bad bad,0
,1
,0
,1
awful bad bad bad waste,0
snakes gonna pg13,0
gena rowlands gena rowlands fake awful stewart rowlands,1
90 dumb fake,0
,1
horrible,0
budget holes,1
,1
,1
,0
bad sucks,0
,1
crap crap waste bother scarecrows,0
,1
,0
cheesy jonathan,1
worse bad worse toilet,0
boring waste,1
awful pointless pathetic excuse awful,0
bad crap,1
cheap cheap,1
awful bad awful,0
,0
tierney neville bad tierney laura tierney bad otto laura,1
stink,0
bad bad,1
crap awful horrible horrible bad pathetic fake laughable fake budget cheap horrible stupid unoriginal costs waste garbage,0
bad sucked bad cheap bad,0
awful,1
sht bad crap snakes budget,0
,1
,0
,1
bad,0
boring,1
,1
bad stupid,1
cary horrible bad awful bad,0
,1
,1
waste boring waste crap bad,0
unoriginal bad,0
,0
,0
bad,0
,1
,1
sht stupid stupid waste,0
bad bad,0
crappy,1
worse,0
bother waste waste,0
,1
garbage,1
,1
bad,0
atrocious,1
,1
albert errol errol worse barbara hale errol bad,1
,0
,1
,1
pile,1
,1
worse bad awful,0
bad 90,0
cheap,0
,0
,1
unfunny bad excuse excuse waste unfunny worse plain bad unfunny crap crap dumb sucks,0
sucks waste,0
,1
lame,0
,0
,0
uwe awful bad holes bad stupid waste,0
horrible awful,0
boring,1
captures,1
stanwyck stanwyck stanwyck stanwyck stanwyck stanwyck stanwyck stanwyck stanwyck stanwyck stanwyck,1
,1
,0
,1
bad,0
ripoff,0
lame swearing 210,0
cringing,0
,0
worse bad budget bad bad,0
,0
,1
bad boring bad awful bad unimaginative bad bad,0
,1
,0
poorly worse stupid pathetic dumb,0
unimaginative,0
plain,0
,1
,1
,0
,1
,0
bad bad bad bad boring bother,0
unfunny stupid bother renting,0
,1
ruth friendship,1
bad bad budget illogical,0
bad,0
90,0
,1
worse worse garbage plain,0
powell powell,1
friendship bad,1
,1
bad bad bad ripped fart pathetic fart junk uwe,0
,1
,1
powell,1
,1
bin,1
,0
,0
crap budget,1
junk excuse,0
,1
waste,0
capturing,1
,0
,0
bad bad unfunny,0
budget watson,1
horrible bad crap bad garbage,0
awful laughable,0
myrna loy,1
captures understated,1
gifted excuse unfunny fake,0
otto tierney tierney,1
crap stupid waste waste sht,0
bad worse unwatchable pathetic,0
du painter painter du,1
albert gertrude horrible,1
,1
,1
bad,0
lame,0
bad eat bad boring boring excuse,0
,1
lame awful,0
,1
suck bad sucks crappy suck suck,0
,0
,1
,0
,0
,0
nonsensical,0
bad unfunny bad lame unfunny dumb,0
,1
kidding plain stupid budget,0
portrait,0
ticked bad,1
,1
bad horrible unfunny bad boring unfunny,0
laura laura portrait,0
,1
cardboard stupid fake waste rubbish,0
amateurish atrocious costs,1
,1
,0
crap waste,0
,1
,1
stupid waste,0
,1
,1
vibrant,1
stewart stewart,0
budget bad flynn boring,1
zombies bad,0
horrible horrible ronald,0
bad,0
,1
bad,1
,1
,1
cardboard,1
bad garbage,0
,0
,1
,1
nonsensical garbage eat gonna,0
renting,0
horrible,0
,0
,1
poorly laura poorly laura laura,0
boring,0
,1
,1
cheap boring,1
,1
,0
waste bad waste,0
bad,1
bad horrible lame bad horrible bad sucks 010 110 010,0
,1
,0
horrible bad bad sucked waste excuse,0
ripped,0
,1
fooled,0
stupid,1
,1
boring,0
barbara stanwyck cheap barbara stanwyck,0
,1
bad,0
,1
bad awful garbage stupid dumb unfunny,0
,0
,1
,1
budget,1
bad florinda,0
,1
90,0
filler,1
sucks pathetic budget lame bad crap cheap waste,0
excuse,1
suck bad frances,0
obrien bad captures,1
,1
,1
,1
awful,1
eat eat sucks,1
laughable gonna waste bother,0
bad tierney laura plain,0
boring bad,0
,0
sucked pointless worse worse,0
,0
bad bad bad bad bad fake,0
,0
colman ronald colman reginald colman,1
rupert cgi barbara rupert,1
plain margaret,1
alexander emil powell powell powell,1
boring,0
laughable bad dumb,0
,1
,1
bad bad bad bad bad bad bad bad bad dumb,1
junk crap,0
horrible,0
,0
,0
,1
bad,1
bad bad bad,0
,1
zombies,0
,1
worse,1
,0
,1
veidt veidt captures,1
,0
,1
waste,0
,0
,1
110 eaten budget budget budget,1
crap stupid junk sucked,0
bad pointless,1
,1
lansbury stupid,1
,0
carole lombard lombard lombard lombard lombard lombard lombard,1
awful bother,1
,1
,0
,0
stewart bad stewart,1
,0
powell powell,1
awful bad amateurish cheesy,0
crap portrait boring boring,0
bad,0
toilet cheesy stupid turd,0
worse bin dumb,0
,0
,1
holes holes,1
philip albert finney,1
wasting incoherent,0
alexander alexander powell,1
custer errol flynn eat bad,1
,1
waste sucks bad bad meaningless,1
,1
boring boring bad waste,0
,1
,1
gonna,1
bad ripoff bad excuse,0
bad bad bad bad,1
flynn flynn,1
gifted,1
,1
jonathan bad,1
,0
renting excuse budget budget,0
bad,0
,1
,1
,1
awful unoriginal lame,0
,1
newman,0
,1
cheap 0,0
amateurish stupid rubbish,0
,0
,0
pg13 cardboard,0
fake,1
,1
,1
bad gonna uwe rubber crap bad plain bad bad zombies awful bad bad awful bad,0
,1
bad bad waste 210,0
budget poorly,0
kidding cheap,0
,1
bother renting boring,0
boring awful,0
zombies,0
,0
ruth ruth,1
,1
,1
gaping pathetic ronald,1
,1
pathetic poorly,0
,1
,0
,1
stupid toilet,1
,1
boring bad,0
horrible,1
zombies sht sht ugh,0
unimaginative bad zombies,0
barbara,1
,1
playwright painter laura,1
wasting stupid awful stupid pointless,0
,1
,1
,0
bad budget junk poorly cheap bad bad cheesy bad,0
,1
,1
incoherent fart worse,0
,1
crap waste budget stupid budget,0
waste 90,0
,1
bad,1
bad,1
,1
cheap ripoff zombies,0
,1
,0
,0
,0
,1
amateurish,0
,1
excuse cheap,1
,1
boring boring,1
,1
,1
bad bad horrible,1
worse eat bad holes eat cgi awful cgi ripped ripped bad,0
,1
poorly,1
bother waste bad bad bad bad bad stupid cgi stupid,0
,1
bother,1
bad worse margaret,1
horrible bother bad costs,0
kidding,0
,0
,1
,1
,1
puke toilet,1
christy daylewis daylewis,1
portrait,1
,0
stink,1
laura eat bad laura laughable crap awful,0
bad,0
,0
excuse,0
,1
bad,1
,1
,1
budget budget stupid bad bad bad eat eat pathetic,0
boring,0
0,0
unwatchable bad,0
awful lame renting,0
horrible understated,1
bad,1
,1
bad,1
,1
budget zombies zombies,0
unoriginal garbage stupid cheap cheesy cgi lame unfunny,0
,1
worse garbage,0
budget crap,0
watson,1
,1
,1
,1
,1
bad,0
,1
,0
,1
jacques stewart laughably bad bad bad bad bother,0
stupid garbage wasting garbage,0
,0
cheesy plain,0
poorly,0
,1
crap,0
loyalty pathetic,1
,1
,0
loyalty friendship,0
bad,0
ronald mutual,0
,1
awful,1
,1
laughable awful awful awful,0
fake bad cheap,0
,0
,1
fooled bad laughable awful awful amateurish bad horrible bad budget garbage 110,0
plain boring,1
lame,0
,1
garbage boring stupid crap boring awful,0
plain,0
,1
awful waste pathetic,0
loyalty,1
,0
luzhin,1
worse awful fastforward waste,0
stupid boring boring boring,0
poop,0
alfre woodard,0
barbara,1
playwright irene fake irene fake,0
,0
,0
ripped,1
,0
,1
,1
budget,0
bad sucks bad bad,0
carnosaur carnosaur ripoff carnosaur carnosaur,0
worse bad bad bad bad,0
,1
bother zombies awful cheesy,1
gonna 90 90,0
laughable bad cheap dumb awful stupid pathetic crappy dumb boring dumb dumb dumb crappy,0
bin bin,1
,0
stupid excuse,1
poorly,0
,1
,1
waste crap,0
plain,0
kidding bad bad,1
,1
,0
poorly,0
,0
cheap,0
,1
garbage garbage,1
costs,1
bad 90 understated bad,0
,0
budget budget,1
,1
,1
,1
,1
,1
crap junk bother junk junk lame,0
crap ripoff,0
,1
,0
stupid fart,0
,1
bad,0
,0
,1
cheesy budget,1
stupid bad stupid,0
,0
sucked worse bad,0
,1
,1
,1
victoria victoria victoria victoria victoria albert albert albert youthful bettany victoria victoria victoria albert rupert victoria albert victoria albert victoria,1
,1
friendship,1
bad bad bad bad bad bad bad bad,0
junk,1
awful bad plain,0
zombies zombies horrible zombies worse bad,0
jonathan cheesy,1
eat bad cheap fake bad bad cheesy bad bad bad waste,0
bad,0
,1
pathetic,1
bad eaten awful bad 0 110,0
,1
poorly budget holes,0
fricker christy christy portrait,1
,1
pathetic,1
,1
,0
reginald lansbury lansbury lansbury waste lansbury,1
bad pathetic plain,0
understated,1
bad bad cheesy excuse worse,0
waste,1
,1
,0
lionel melvyn rita boring pathetic excuse boring lionel,0
,1
alfred,1
cheap worse,1
toilet dumb,0
cheesy,1
incoherent bad boring boring boring bad,0
,1
ripoff ripoff,0
poorly,1
lame snakes,0
bad,0
,1
albert emil,1
garbage,0
,1
bad,0
mindless,0
captures sucked,1
cheap laughable cheap stupid plain bad bad,0
portrait awful,1
rubber,0
stupid stupid,0
,0
worse 110 010,0
,0
fake,1
boring amateurish crap bad awful bad,0
bad cheap cheap bad excuse bad costs 110,0
bad,1
,1
,1
,1
,0
cheesy bad,1
,1
,1
waste boring,0
,1
leung,1
bad stupid,0
,0
,0
stupid stupid stupid,0
waste waste junk,0
,0
crappy,1
bad boring horrible bad,0
cheesy horrible fake,0
boring,0
bad,0
budget costs,1
albert albert cardboard,1
du alexander collaborator jacques,1
ripped pile captures captures,1
novak stewart stewart,1
bad budget bad bad horrible,0
pg13,1
bad cgi boring,0
garbage horrible pointless,0
watson watson,1
,1
boring,1
,1
contribution,1
,1
,0
bad,0
,0
alexander,1
ullman barbara worse understated,1
,1
incoherent bother architect,0
excuse excuse,0
poorly,0
,1
,1
lansbury,1
margaret sullavan stewart,1
bad,0
cheap,1
,1
plain,1
bad powell powell,1
bad bad bad,0
longsuffering kidding pile,1
cheesy,1
,0
,1
horrible junk,0
bad,0
,1
90,1
horrible worse bad bad awful bad,0
,1
boring cgi bad cgi,0
,0
bad frances bad bad,0
margaret vulnerability margaret margaret margaret,1
,1
liu northam budget fake liu northam northam,1
fake laughable holes boring fastforward,0
boring,1
,1
,1
cheesy,0
bad,1
awful boring rubbish boring boring,0
,1
,0
horrible gonna bother,0
budget bad budget bad stupid,1
boring,1
,1
bad bad,1
budget,0
bad stupid garbage,1
,1
novak bother stewart,1
laughably bad,0
plain rubbish barbara,0
budget cheap bad,0
,1
costs horrible,0
youthful,1
bad stupid waste lame,0
,0
,0
friendship,1
,0
,0
gena rowlands stupid eat gena rowlands,0
,1
crappy awful,0
,0
awful,0
cheesy nonsensical cheesy atrocious,1
understated atrocious,0
,1
cgi awful,0
garbage awful,0
pile sucks bad pointless,0
boring northam,1
,1
gershwin,1
bad lame boring bad lame,0
,1
ripped,0
budget stupid bad lame dumb,0
worse budget bad bad stupid,1
,1
philip barbara barbara,1
hale,1
cringing bad,1
gifted,1
bad bad awful bad,0
,1
suck budget sucked gonna stupid suck,0
waste,1
,0
stupid pointless meaningless poorly atrocious,0
pathetic stupid stupid cheap,1
,1
budget excuse swearing budget bad amateurish cheap,0
alexander,1
wasting waste cheap horrible pathetic costs,0
crap horrible waste,0
fastforward,0
stupid bad worse,0
cheap,1
eat bin,1
,1
,1
waste,0
,1
laughable cardboard zombies budget,0
crap fake worse stupid bad,0
awful awful crap,0
unoriginal pointless waste,0
,1
everett unfunny bad,0
victoria albert victoria victoria,1
awful horrible waste bad horrible garbage bad,0
christy daylewis daylewis fricker worse bad,1
bad bad,0
,1
,1
unwatchable pointless laughable bad,0
,1
,0
90,0
waste,1
awful friendship bad,1
stupid boring crap crap lame,0
bad bad bad bad stupid,0
boring,1
margaret,1
stupid worse stupid sucked excuse,0
,0
,1
,1
horrible,0
,0
,1
poorly costs,0
,0
,1
,1
,0
gonna,0
stupid stupid stupid bad,1
,1
stanwyck,1
bad,1
,1
bad,0
ullman barbara ullman unfunny ullman poorly,1
,1
waste,0
,1
lame pile dung,0
zombies sheridan,0
atrocious suck stupid,0
boring,0
jonathan,1
stupid,1
,0
,1
,0
lame mutual,0
stewart novak alfred novak stewart stewart,1
margaret stewart stewart stewart stewart stewarts stewart,1
,1
cardboard plain,0
boring,0
novak novak vulnerability,1
amateurish boring awful,0
cgi boring,0
bad,0
,1
,0
awful,1
boring bother bad boring,0
bad,1
,1
,1
portrait 18th,1
,0
lansbury,1
worse,0
awful stupid bad 90 stupid fake laughable stupid amateurish bad bad,0
cary,0
bad unfunny awful bad bad,0
bad waste,0
bad lame budget,0
friendship,1
horrible,1
bad bin,0
illogical,0
,1
barbara stanwyck bad stanwyck stanwyck stanwyck stanwyck barbara stanwyck,1
captures,1
,1
boring,1
suck incoherent atrocious budget,0
,0
,0
,0
,0
,1
bad awful,0
,0
olympia,1
,1
budget excuse budget cgi budget,0
,1
camcorder,0
stupid stupid unfunny,0
,1
,1
awful laughable cheesy bad bad cheesy,0
cheesy zombies bad worse zombies bad,0
boring garbage,0
,1
gifted bad,1
cgi eat,0
junk,0
,1
,1
atrocious dumb,0
dumb stupid horrible,0
,1
pathetic,1
waste bother,0
dumb boring bad,1
horrible eat barrel barrel,0
,0
,1
,0
bad,0
cary,0
fake,1
,0
victoria,0
sucked bad junk bad cheesy dumb,1
friendship,1
,0
tomatoes,1
,1
,0
bad,0
,1
bad,0
bad,0
,1
stupid lame,0
,1
awful,0
,1
,1
friendship,1
bad crap,0
,1
garbage poorly laughable,0
,1
worse cheesy,0
tierney filler,0
,0
irene,1
ruth ruth ruth ruth 90,1
,1
,1
,0
,0
,0
budget bother dumber bad crap captures bad budget,0
stupid,0
budget understated,1
awful plain horrible crappy vomit vomit vomit vomit,0
worse illogical waste waste,0
,0
mins,1
,1
cheung,1
portrait portrait,1
albert stink alfred,1
lame bad bad,0
stupid,1
cheap,0
bad bad 90,1
,0
antwone fooled,1
bad poorly,0
awful sucks waste crap,0
irene irene irene friendship,1
,1
,1
crap nonsensical mindless,0
bad,0
,1
worse,0
bad,0
,0
bad,1
,1
vulnerability,1
bad crap stupid crap bad bad crap,0
cheap bad worse cheap,0
contribution alexander,1
waste,0
,1
cheesy awful,0
amateurish unfunny stupid,0
bad boring,1
gonna holes horrible waste waste,0
sucked corn,1
bad,1
,0
pointless boring,0
ullman bad bad atrocious cardboard bad,0
alexander,0
,1
,0
bad margaret,1
bad worse meaningless albert crappy bad meaningless stupid lame,0
dumber,0
18th northam,1
,1
bad cheesy awful bad,0
fake cgi cgi,0
,0
,1
,1
,0
du,0
budget atrocious awful,0
fake,0
boring holes,0
crap bad bad suck toilet bad 110,0
watson,1
captures,1
vulnerability bad,1
liu bother,1
friendship,1
dumb,0
,1
,0
barbara,1
newman newman michel,1
,0
,0
awful,0
,1
fake bad,0
,0
bad horrible wasting,0
gena rowlands,0
northam rita liu budget,1
waste,0
rathbone stewart margaret,1
,0
0 albert finney excuse bad,0
gonna bad bad bad,0
gaping painter,1
captures,1
bad bad bad stupid eat costs,1
,1
bad mins pathetic,0
bad cheap garbage laughable bad,0
budget horrible,0
elegance,1
,1
horrible gonna waste,0
,0
,0
pathetic 110,0
,1
crappy,1
,1
liu liu,1
boring budget excuse,0
,1
crap,0
,1
,1
stupid bad,0
dumb bad bad,1
bad bad,0
cringing excuse,0
pointless gonna horrible bad,0
,0
boring lame,0
,1
horrible,0
holes worse holes,0
,1
olivia,1
binoche poorly,0
,1
,0
,1
,0
,1
crap turd pile,0
,1
unfunny bad,0
,0
,0
,1
,1
,0
dumber,0
bad 110,0
,0
holes meaningless steaming pile crappy,0
18th,1
cheesy fake budget,1
,1
stupid bad,0
,1
,1
zombies zombies zombies zombies zombies eaten,1
worse,0
fake fake fake stupid,0
awful cheap,0
,1
,1
bad bad worse crap,0
,0
,1
awful,0
,1
,0
,1
mins crap,0
horrible poorly poorly pointless cgi cgi bad bad,0
,0
horrible plain,0
bad pointless,0
,0
laughable waste,0
bad,1
,0
grahame,1
waste boring portrait 90,1
boring waste,0
,1
corn budget,0
,0
stupid,0
bad bad,0
lame,0
,0
bad costs,0
,1
swearing stewart holes bad,1
laughable cheap,0
budget,0
stupid bad horrible horrible,0
,0
suck waste cheap,1
,0
90,0
,1
bad otto barbara stanwyck budget,0
bad waste,0
,1
sucks,1
contribution,1
bad bad awful,0
waste bad fake,1
barbara rupert,1
,1
ella raines raines,1
holes,0
,1
,1
gonna stupid,1
carnosaur,0
mindless friendship,1
,1
zombies,0
unfunny,0
cheap worse bad laughable,0
bad pg13,0
horrible bad atrocious bad,0
cheap bad morons,0
awful pile,0
,1
,1
,1
unimaginative albert,1
,1
,1
carnosaur pile,0
,1
,1
,1
boring,1
awful worse cheesy excuse laughable,0
du,0
albert,1
bad horrible bad bad bad bad,0
loyalty northam rita liu northam liu,1
bad cringing cheesy zombies camcorder budget,0
,0
bad laughable bad,0
bad boring boring,1
,1
albert,1
,1
alexander,1
,1
bad plain bad,1
dumb dumber horrible cheap stupid sht stupid,0
zombies bad rubbish awful bad worse bad bad worse,0
90 boring,0
,1
incoherent bad pointless bad,0
poorly,1
,0
poorly bad bad bad worse bad bad stupid,0
bad,0
cheesy stupid,0
,1
bad,0
cheesy excuse bad worse,0
waste,1
bad,1
watson watson watson,1
,1
,1
,1
0 atrocious boring pathetic bad costs,0
,1
bad 010,0
,1
fastforward,0
pointless,0
bad worse,0
garbage poorly lame stupid dumb,0
ripoff bad,0
boring,0
bloom,1
poorly toilet bad,0
poorly worse bad lame laughably cgi fake cgi bad bad bad dumb bad,0
lame bad,0
waste awful stupid bad horrible stupid stupid,0
,0
bad gifted,1
horrible,1
powell,1
,1
stupid,0
plain,1
,0
waste,0
snakes worse bad garbage stupid snakes snakes garbage 210,0
bad,0
alexander,1
,1
irene irene boring irene irene,1
,1
,1
awful,1
cheap ronald,1
,1
cardboard budget,0
capturing,1
,0
,1
,1
,0
bad cgi bad cheesy stupid,0
bad rubbish pointless,1
,0
philip philip captures philip philip philip,1
bad steaming pile laughable stupid waste renting,0
budget amateurish boring,0
,1
,1
rita barbara bad barbara barbara barbara bad,1
laughable,0
laughably amateurish budget garbage bad,0
,1
cardboard,0
,0
budget meaningless,1
waste,0
poorly bad,0
bad,0
,1
,0
daylewis,1
,1
,0
010,0
laughable,0
,1
,1
boring mindless rubbish crap,0
,0
dumb,0
,0
,1
,0
bad,0
,0
holes worse pointless bad,0
olivia boring boring worse,0
poorly,0
awful awful pointless,0
plain pointless stupid waste poorly horrible crap budget,0
gifted vibrant,1
bad,0
,1
horrible horrible,0
,1
lame crap crap crap,0
vomit bin uwe,0
,1
stewart,1
excuse,0
budget,1
bad dumb dumb,1
bad waste 210,0
holes,1
,1
,1
victoria albert,1
,0
,1
camcorder boring,1
budget holes budget,0
,1
garbage,1
garbage,1
,1
bin waste,1
bad,0
,0
captures capturing,1
,0
,1
bad bad bad bad crap bad bad bad,0
horrible,1
,1
barbara,1
,1
,1
,1
boring,0
,0
holes,1
,1
,0
stupid,1
excuse boring,0
,0
bad,1
,1
fake bad,0
,0
,0
awful,0
plain,1
bad bad bad bad,0
,1
boring dumb crap waste bad crap,0
,1
,0
garbage,1
,1
,0
,1
,1
,1
,0
bad,1
,1
awful,1
,0
patriarch,1
awful cgi cheap cgi cgi cgi cgi bad bad bad,0
stupid mindless waste,0
bad,0
swearing 0,0
,1
,1
,1
0 vibrant,1
bother horrible waste nonsensical pointless bad,0
worse,0
,0
lame,1
ripoff,0
budget,0
,1
bad sucks,0
budget cheesy,0
vomit,1
,0
budget renting,0
captures,1
christy daylewis christy,1
worse bad worse fake,0
bad,1
,0
90,1
bad,1
poorly sucked waste,0
cheap fake worse boring,0
portrait cheesy,1
plain corn suck,0
bad bad,0
atrocious amateurish laughably,0
budget eat,1
bad 90,0
,1
bad worse unfunny,1
boring sucks crap,0
budget budget bad,1
,0
boring,0
holes,1
,1
boring,1
bin toilet pile garbage costs,0
elegance,0
waste,1
bad,0
horrible lame stupid waste 010,0
,1
plain bad stupid ticked stupid stupid,0
worse albert dumb,0
worse boring,1
,0
waste incoherent plain garbage,0
,0
,1
bad,0
,1
cheesy,1
bad,1
bad pathetic stupid christie rubber rubber bad,0
awful awful suck bad,0
,0
crap,0
,0
eat,1
bad,1
captures,1
,0
cheesy,0
wang,1
,0
,1
excuse bad zombies zombies zombies zombies bad bad bad,0
,1
,1
,1
90,1
,1
boring,1
,1
budget zombies zombies fake zombies zombies bad,0
,0
,0
bad horrible,0
budget bad bad,0
,0
dumb waste toilet,0
barbara pathetic,1
boring plain bad bad bad rubbish fake cardboard albert,0
bad bad bad bad jonathan poorly cheesy zombies sht costs,0
ripped,0
,1
horrible,0
horrible worse plain,0
bother bad,1
vibrant laughably eat neville,1
bad cheesy,1
horrible,1
,1
capturing zombies bad,0
lame amateurish,0
kidding,1
cheap horrible,0
pathetic,1
budget awful boring stupid bad michel,0
crap sheridan zombies zombies zombies zombies zombies zombies zombies zombies zombies eat zombies zombies,0
plain laughable bad,0
,0
bad,0
,1
loyalty,1
laughable eat,0
pointless friendship,0
,0
bad,1
,1
bad,0
bad lame horrible,0
boring 210,0
awful ronald waste,0
budget,0
bad bad worse nonsensical,0
cheap,1
frances bother,0
bad,0
,1
poorly poorly 110 horrible laughable stupid,0
,1
albert,1
,1
bad bad crap bad,0
,1
,1
,1
mindless crappy,0
zombies waste,0
,1
worse,0
bad waste,0
bad,1
,1
,1
bad budget worse,0
victoria albert,1
crap awful laughably 010,0
stupid,0
cardboard,1
friendship friendship friendship plain,1
,1
mindless,0
painter bad molina molina,0
,1
bad,0
,1
bad bad,1
bad,1
,1
,0
boring,0
watson,0
worse lame bad bad,0
,0
bad carroll,0
,1
plain boring everett horrible,0
budget,0
,1
,1
,1
,1
,0
eat bad,0
alfre woodard,1
,1
,1
,1
bad barrel,0
bad,1
lame 0,0
incoherent awful pg13,0
,0
,1
,1
bad awful poorly,0
,1
bad boring tomatoes,0
awful bad bad,0
,1
toilet,1
,1
boring cheap bad,0
awful plain bad,0
bad cheesy waste,0
,1
bad,1
boring,1
bad horrible boring horrible bad bad horrible,0
,0
,1
stupid ripoff pile rubbish,0
jagger jagger jagger,1
excuse everett contribution vera,1
meaningless waste,0
eat horrible bad awful,0
budget,1
,0
bad bad,0
,0
unfunny,0
,1
pointless,0
,1
,0
youthful,1
gonna horrible stupid,1
horrible,0
poitier,1
gena rowlands rowlands,1
,1
stupid stupid crap dumb,0
,0
horrible boring bad waste,0
,0
amateurish horrible cheap waste worse,0
bad jagger cheap boring awful,0
mindless garbage,0
boring stupid waste lame,0
laughable incoherent laughable bad cheap bad cheap gaping holes,0
,1
cheesy bad poorly worse,0
awful,0
,0
friendship,1
,1
sucked sucks,0
bad awful crap nonsensical crap atrocious bad excuse,0
eat stupid,1
,1
,1
lame,1
,1
stupid,0
,0
portrait florinda,1
,1
,1
rita,1
bother,1
plain bad boring,0
poorly bad muni waste,0
fake plain awful mindless budget,0
awful bad worse,0
bad,1
,1
cheap swearing,0
stupid,0
fake horrible boring,0
,0
bad poorly boring bad worse,0
rita liu cgi,1
crappy,1
,1
bad horrible,0
,1
awful amateurish horrible,0
,0
,0
,1
worse bad,0
bloom zombies bloom ruth laura,1
stupid,1
,1
cheap,1
,1
,1
irene,0
,0
,1
,1
unfunny crap stink,0
horrible,0
barbara,1
,1
bad,1
alexander,1
,1
,0
bad,0
awful rubber bad dumb bad plain awful morons bad bad budget,0
stewart,1
cheap bad,0
,1
,1
horrible plain,0
crap waste,0
bad,1
budget budget budget,1
bad,1
novak stewart,1
,1
bad,0
,1
albert laughably bad worse,0
budget,1
,1
bad,0
bad boring bad atrocious,0
,0
,1
awful,0
boring plain bad bad stupid,0
,1
laughable bad awful budget,0
110 amateurish worse atrocious,0
,1
,1
,1
raines,1
waste,0
horrible horrible,0
friendship,1
bin,0
barbara,0
,1
,1
worse,0
boring,1
,1
,1
budget budget,1
,1
,1
plain bad bad bad holes holes snakes lame sucked morons snakes bad,0
,1
budget cheap boring,0
,1
waste garbage worse stupid bad,0
,0
boring meaningless,0
,1
,1
,1
boring 90,0
bother,0
,0
crap,1
worse rubbish bad bad poorly bad worse,0
bad cringing,1
,0
boring cardboard,0
,1
poorly poorly poorly crappy bad worse crap,0
cheap boring renting,0
waste horrible stupid waste,0
bad,0
bad,1
,0
,0
bad,0
,1
awful vomit,0
,1
costs budget plain bad,0
lame,0
bad,0
fooled jagger budget jagger,0
bad,0
cheesy bad,0
crap horrible horrible horrible toilet toilet toilet toilet horrible waste,0
,1
,0
,1
bother,1
,0
,1
fake,1
bad turd,0
bother,0
crap cheap,0
,0
laughable,0
,0
bad,1
boring budget,1
,1
bad bad costs,0
,1
,1
bad boring bad bad,0
watson rathbone,1
lame cheap,0
worse,0
waste,0
fake cardboard bad,0
bad eaten bad stupid bad eat,0
barbara,1
bad,1
stupid,0
bad,1
110,0
bad horrible worse,0
horrible,0
wasting horrible boring sucks,0
,0
bad cheesy,1
frances jonathan,1
,1
awful,0
lame,1
bad bad worse pathetic bad,0
poorly bad waste bad,0
crap bad unfunny unwatchable,0
garbage pathetic stupid stupid,0
,0
bad,0
friendship,1
,1
awful,1
poorly,0
barbara,1
bad laughable,0
,1
novak,1
,1
amateurish,0
bad rubbish,0
bad,1
renting,0
youthful,1
bad,0
bad,0
horrible rubbish waste,0
,1
budget cheesy cgi awful waste awful,0
,0
worse,0
,0
,1
,1
excuse cheesy,0
cheesy,0
horrible everett,1
